# Re Cd
0.11431000707987682 50.242707354584915
0.11822594926005324 53.90834852010885
0.14470520681534013 42.64434549969886
0.17657354566649128 36.01248702290641
0.1826224631063752 42.143993279353
0.21089099463886757 33.80598827829917
0.23619091306187087 29.216168652858517
0.2573353889057866 29.04783517808159
0.27780895297047464 32.89232170953478
0.27951555125655014 26.24053349296525
0.38082261961911457 19.568641695550028
0.4161874065812399 22.727314051200135
0.4187440726179647 18.674142452468047
0.4465559905996505 25.183958761164913
0.4953859668170547 16.042679178792497
0.5204384391665758 16.321195945065224
0.5618444415485653 15.144615888594581
0.5793150055271943 19.18477505910805
0.6273232296536501 21.96443291150104
0.6273232296536501 14.008498017801749
0.6545149234336893 15.366078453988468
0.6710401190804298 16.011152856375144
0.7112397084843401 12.65710449813107
0.7311135207378328 14.002594420096605
0.7772884132453903 12.230528567519313
0.841702826816506 11.819989972782958
0.948470163256557 10.675407583926585
0.9601589824716266 14.16062973450621
1.0429166715882274 10.628823239613826
1.0655128517875883 12.043796811337415
1.1328073826657226 9.596046891697917
1.160900563634499 11.828089057306995
1.2765004095791406 10.363379293707291
1.288280891791341 8.809079598754352
1.4876967160708439 9.742587506085563
1.4695857383281352 8.074729561998875
1.5528609513044807 9.441574595968737
1.671280797166096 8.170596340409217
1.7232493064792207 7.497368630599073
1.8775194384734588 7.38445740912135
1.9181984003841375 9.289588916907563
2.0145192753542775 7.437171241752748
2.218137256642525 6.946634160653535
2.333485653790989 7.642012246099073
2.355020771234449 6.578990759168665
2.573717885259305 7.125689065370439
2.661886285246532 6.168088673495963
2.787003617365196 5.8052378741724775
3.073925500524064 6.61897605112729
3.150157653220265 5.596400386087873
3.442694515696203 5.21904471287159
3.669101797141979 4.997645708100496
3.867528356040349 4.89259289491482
4.012286472453978 5.5699246107348985
4.0741899969312225 3.712172211446731
4.719271751314383 4.486497095017843
4.836307848870992 4.181829760179726
4.895909858827509 5.169120093012492
5.500072725390718 4.014576427727302
5.9195035596977394 4.820467442284893
6.48905348204155 3.6224535292790176
7.005321581616477 3.631116482761775
7.334594530571165 3.3727273937429874
8.089690671030327 3.310692402010406
9.457040096966832 3.0553568215181337
9.78101192726734 3.2638124464044598
9.992930591587914 2.946054925748716
10.475453954975107 2.9843258057402147
11.46930157304299 2.686272098741227
12.766809682276024 2.4593663495219555
13.285279027668572 2.4952493050516353
15.062439163920285 2.238166329504956
17.50083953521739 2.293151019768542
18.628942778183497 2.081158900711882
19.600359305292322 2.3315287226005013
21.420530942959356 1.9140104957732167
21.751017405141617 2.190726182875056
22.98355563657955 1.8852846134268375
26.460082054125248 1.8227699826943358
27.959463077607158 1.973093870489269
29.72529719988499 1.8351048331872255
30.837888404489927 1.5914226005550103
33.804981298158395 1.8074679463721415
38.09303605646435 1.689675772744222
37.95073509203436 1.5388684201990235
37.860456832327685 1.4670817885126772
41.52865744118737 1.4976985946616643
42.6629358113752 1.6229611720397155
45.35739627376555 1.38826715363457
46.34012473855748 1.5926529018624251
54.17270394779718 1.4664635166130835
56.20033965272192 1.3731355324963321
63.13554869158808 1.477632382832883
63.91362273470439 1.3131329755668817
73.58129127962745 1.5167580826275189
76.33537299496524 1.299915705817134
79.92338434930029 1.34379003770503
86.01827317204516 1.25053617858165
95.96956661186205 1.2509974973425457
97.52486221335928 1.425687479351362
103.93854162244723 1.4303223407903403
108.51025303893104 1.2425887858522604
116.3364467428136 1.2341325480595726
119.73374400596121 1.2326768198937756
135.7504220424861 1.3806806137746603
168.7181798712927 1.325087527239588
188.57340900480827 1.3101842383645053
205.87488103512274 1.2940015011626695
221.27337619647378 1.2637765651179933
312.2234612866307 1.2695904661305892
372.90476357480264 1.185289269637304
424.0845255094423 1.1206679422929378
570.7549815276031 1.0841927240935605
734.4162058002373 1.0423668491688007
754.1674463736665 1.038784772825393

